Entity,Wall,Stair,Slab,FurnishingElement,Column,Flowterminal,FlowSegment,FlowFitting,FlowController,DistributionControlElement,Window,Door,IfcWallStandardCase_3_QnWjyCf43uOsOSqFjYHW
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,,,,,IfcColumn_0_KXm4foPD0PqgLQOxlaz7,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,,,IfcSlab_3cxdycWQf6$9RXFGjza2Ys,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_0jpynr_6LBXOyeUOZ3CiEF,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_36h5VYnFn4bhBayqduqe1v,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_2hOQKMScD3zx4Qry_MFCqB,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_3DvZO6ZHL5VvjYW095K0M4,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_208rI38Xf6KBOPY6I0BDTB,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_0wtY57lvbCnf6IhR875Rrr,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_1IRP2dp3vCoQ3nex6bQUKO,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_3BwfqMpGD2iRCc4K4bTSdm,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_317I9Arvf1K9xJ9kc$nFjw,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_3nkxDTOovAJBHHf4bdGAZP,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_0tcOZzA2jCNh8yLnD4kbJv,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_05p$h8yPr0yQo68Nb7FQWi,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_1sAZlUvnHAtALkyHR8ogGr,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_2KlCmFFF52JOfKLNunkuFu,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_2RlfI3NDP4JPnVhMRVZgN3,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_1VP_Tfccv99BhlqFC89nEp,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_2T_ABs6zLDAOf7BT8Ckeb$,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_0PNCTxzFT1JPnF$5wFBF3T,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_0bZovyhkr2WPjKdreWD2xa,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_1kq0jW_T114vyeMFiuGeRI,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_2MFHXY_hjFdf_VQ43Okmmy,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_3hrZwHFH16mgsFPO0wjFFa,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_134uj$oHX7LPtpiH31hnZi,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_1J7Mg23gv2uQQAFHnKNDjd,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_3NmPOWp65DAP9FFKdvFJT5,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_1Dnuha3IvBjPokCUHx_TqY,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_37XDR8GrPDGv9yLQ1T2a0s,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_2xjcldJn54_Q3$RQ5_w1Qu,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_39zfNa9lPBZPtSXtf0Gj0L,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_0feSuTy$b0BvNuvtyWYxyw,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_2nfBbroGLDKBXOAlI36eX2,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_2fG$xuU6L53QPrxXS533xi,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_0lTl52g6b1Q8gKnSXjEmXu,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_13RD1Pkgf3OA4KPgnVkgMm,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_1zL3LVXdjBSQ190mFy6vqh,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_1gnTL0PlP0MQHZnZvNoclm,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_3SznpRvnX3bR5XPyIRF8jQ,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_1Kc_SJySHDReKmiHgAfpL9,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_3fLINgvmnCwPocx$ucWC9g,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_3B8rpO7Rb3HPJSQN9Q8v4l,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_15O1L6rvvAXwPZetZJNc2b,,,,,,,,,,,,
IfcSlab_0v$RFoKjT6DPxpUqZbipeR,IfcWallStandardCase_149ejKmJX30O6DZG$0oDmY,,,,,,,,,,,,
IfcStair_3ODRCfjvD6ThxI0GlmYzNq,IfcWallStandardCase_0bojQRQmb9y8lxnwX0Mb6R,,,,,,,,,,,,
IfcStair_3ODRCfjvD6ThxI0GlmYzNq,IfcWallStandardCase_2fW8Qa_0zE_PY3gX8Cx1v6,,,,,,,,,,,,
IfcStair_3Sodo4sizCo8Ce$rxmVJMn,,,,,,,,,,,,IfcDoor_0ss67ryQbCv8ct3HWfLGex,
IfcStair_3Sodo4sizCo8Ce$rxmVJMn,IfcWallStandardCase_3fqmofZnP1bAB8or0LNZrm,,,,,,,,,,,,
IfcStair_3Sodo4sizCo8Ce$rxmVJMn,IfcWallStandardCase_2z275USYr2Rf1E4QHO8jHV,,,,,,,,,,,,
IfcStair_3Sodo4sizCo8Ce$rxmVJMn,IfcWallStandardCase_23_hzK3EX1hf_WkX32fZjF,,,,,,,,,,,,
IfcStair_3Sodo4sizCo8Ce$rxmVJMn,IfcWallStandardCase_3E9d8o6$rD7Rg9boGepnNS,,,,,,,,,,,,
IfcStair_3Sodo4sizCo8Ce$rxmVJMn,IfcWallStandardCase_1KwIk66zDESQMMbvYLz62k,,,,,,,,,,,,
IfcStair_3Sodo4sizCo8Ce$rxmVJMn,IfcWallStandardCase_3$QvD2nVLCOhD_J3JxoBSU,,,,,,,,,,,,
IfcStair_3Sodo4sizCo8Ce$rxmVJMn,IfcWallStandardCase_2YUV$lDe15$fCdcBzsMxFx,,,,,,,,,,,,
IfcStair_1A3yU9Hl5C5wf$YyZjqsQ2,IfcWallStandardCase_0bojQRQmb9y8lxnwX0Mb6R,,,,,,,,,,,,
IfcStair_1A3yU9Hl5C5wf$YyZjqsQ2,IfcWallStandardCase_07Ud6FMuf3GP09bzW3trLK,,,,,,,,,,,,
IfcStair_1A3yU9Hl5C5wf$YyZjqsQ2,IfcWallStandardCase_2gcGFNFSj9xO3Fjnq9Ii8z,,,,,,,,,,,,
IfcStair_1A3yU9Hl5C5wf$YyZjqsQ2,IfcWallStandardCase_2fW8Qa_0zE_PY3gX8Cx1v6,,,,,,,,,,,,
IfcStair_1A3yU9Hl5C5wf$YyZjqsQ2,IfcWallStandardCase_0N8AlYny57We8MCp3Rvcht,,,,,,,,,,,,
IfcStair_0HsvhG5UbFKAmkeLMwTqRr,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcStair_0HsvhG5UbFKAmkeLMwTqRr,,,IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,
IfcStair_0HsvhG5UbFKAmkeLMwTqRr,IfcWall_2dPdYITkf0bhtlaF5fnDUN,,,,,,,,,,,,
IfcStair_0HsvhG5UbFKAmkeLMwTqRr,IfcWallStandardCase_0j_RQEP4vFkBXuuBDWWgeV,,,,,,,,,,,,
IfcStair_0HsvhG5UbFKAmkeLMwTqRr,IfcWallStandardCase_0N8AlYny57We8MCp3Rvcht,,,,,,,,,,,,
IfcStair_0HsvhG5UbFKAmkeLMwTqRr,IfcWallStandardCase_07Pdvpjkr38OlbXGMRynAf,,,,,,,,,,,,
IfcStair_2oG_LC_dfBLvZwF3lGZshp,IfcWallStandardCase_3qNj6DTwD89hIdElbUpfkC,,,,,,,,,,,,
IfcStair_2oG_LC_dfBLvZwF3lGZshp,IfcWallStandardCase_0t0E5PuP11hPbyOUfiQI1T,,,,,,,,,,,,
IfcStair_2oG_LC_dfBLvZwF3lGZshp,IfcWallStandardCase_1jGTUUnSX6zAM0C77pl1e8,,,,,,,,,,,,
IfcStair_2oG_LC_dfBLvZwF3lGZshp,IfcWallStandardCase_2QJIMRCt53deIWloIL9d8J,,,,,,,,,,,,
IfcStair_3Mm9rKK9n9VRl7uLFoT56a,,,IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,
IfcStair_3Mm9rKK9n9VRl7uLFoT56a,,,IfcSlab_1TxZzf1CP8uw4ThlkfP3$O,,,,,,,,,,
IfcStair_3Mm9rKK9n9VRl7uLFoT56a,IfcWallStandardCase_1LtEjU8Br8n9ntcxRrtJXR,,,,,,,,,,,,
IfcStair_3Mm9rKK9n9VRl7uLFoT56a,IfcWallStandardCase_3NDmtrtlfB$A6eS70xVI6Q,,,,,,,,,,,,
IfcStair_3Mm9rKK9n9VRl7uLFoT56a,IfcWallStandardCase_07Pdvpjkr38OlbXGMRynAf,,,,,,,,,,,,
IfcStair_3Mm9rKK9n9VRl7uLFoT56a,IfcWallStandardCase_2Mo9c7EuTBCRhmcw2g657b,,,,,,,,,,,,
IfcStair_1t6DTDzivBNh29vprEHQqb,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcStair_1t6DTDzivBNh29vprEHQqb,IfcWallStandardCase_1dNYfyz_f2agtEB5iKr8Sa,,,,,,,,,,,,
IfcStair_1t6DTDzivBNh29vprEHQqb,IfcWallStandardCase_1MYYxrxOX3hA6qgRd3R7Mo,,,,,,,,,,,,
IfcStair_1t6DTDzivBNh29vprEHQqb,IfcWallStandardCase_2QJIMRCt53deIWloIL9d8J,,,,,,,,,,,,
IfcStair_1t6DTDzivBNh29vprEHQqb,IfcWallStandardCase_3SpiYi0w5Cae5YBHgDHTeN,,,,,,,,,,,,
IfcStair_2tCCbrTkvCs8tobfXfYvPB,,,IfcSlab_3crTqVolfC4AkWIdw$t53k,,,,,,,,,,
IfcStair_2tCCbrTkvCs8tobfXfYvPB,IfcWallStandardCase_18v0ytfuDEr8dCTQfW_sof,,,,,,,,,,,,
IfcStair_2tCCbrTkvCs8tobfXfYvPB,IfcWallStandardCase_2Nr48aDc5FzBItgaS1RZJ$,,,,,,,,,,,,
IfcStair_2tCCbrTkvCs8tobfXfYvPB,IfcWallStandardCase_2Mo9c7EuTBCRhmcw2g657b,,,,,,,,,,,,
IfcStair_2tCCbrTkvCs8tobfXfYvPB,IfcWallStandardCase_3hrZwHFH16mgsFPO0wjFFa,,,,,,,,,,,,
IfcStair_2e5nkVLaL2qRFcAqp95lkF,,,IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,
IfcStair_2e5nkVLaL2qRFcAqp95lkF,IfcWallStandardCase_2JS6qZ32j2SvsJebaAhlKs,,,,,,,,,,,,
IfcStair_2e5nkVLaL2qRFcAqp95lkF,IfcWallStandardCase_1vQ5VlmuHCVR5kFUTmybH1,,,,,,,,,,,,
IfcStair_2e5nkVLaL2qRFcAqp95lkF,IfcWallStandardCase_3SpiYi0w5Cae5YBHgDHTeN,,,,,,,,,,,,
IfcStair_2e5nkVLaL2qRFcAqp95lkF,IfcWallStandardCase_0m5zzhwkbEZw6a6tNpz_pT,,,,,,,,,,,,
IfcWall_2dPdYITkf0bhtlaF5fnDUN,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcWall_2dPdYITkf0bhtlaF5fnDUN,,,IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,
IfcWall_2dPdYITkf0bhtlaF5fnDUN,,,IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,
IfcWall_2dPdYITkf0bhtlaF5fnDUN,,IfcStair_0HsvhG5UbFKAmkeLMwTqRr,,,,,,,,,,,
IfcWall_2dPdYITkf0bhtlaF5fnDUN,IfcWallStandardCase_0j_RQEP4vFkBXuuBDWWgeV,,,,,,,,,,,,
IfcWall_2dPdYITkf0bhtlaF5fnDUN,IfcWallStandardCase_1W61PuUDr5uuHe1_J3IGXw,,,,,,,,,,,,
IfcWall_2dPdYITkf0bhtlaF5fnDUN,IfcWallStandardCase_3On80Y6l12eugj3AJG6rze,,,,,,,,,,,,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,,,,,,,,,,,,IfcDoor_3E3bfbQmnBDgCmzoQBoojc,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,,,,,,,,,,,,IfcDoor_29hngPAxL0augOMEtm07gg,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,,,,,,,,,,,,IfcDoor_2qT$72MvX4QwZ6aO5vvgUV,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,,,,,,,,,,,,IfcDoor_1JDn1trwb7mPfADgvJaEg6,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,,,IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,IfcWallStandardCase_1oIwffnL13tuknbbyuZFJ3,,,,,,,,,,,,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,IfcWallStandardCase_2FWikKHWX9Gxr3nPIcOxOE,,,,,,,,,,,,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,IfcWallStandardCase_3Jd_FF__PCqRC_axQ3ID2E,,,,,,,,,,,,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,IfcWallStandardCase_0Tx$k7p_50Y9rIQWNISSu6,,,,,,,,,,,,
IfcWall_2BxuYxGAb4RQM0rNNF6tG7,IfcWallStandardCase_0jfa6OIrv9egDz9vRZGDHl,,,,,,,,,,,,
IfcWall_1k0_XpsR9CIxnjeuDYkKF1,,,,,,,,,,,,IfcDoor_25IZ_qOh56AuqFy1npU8Pm,
IfcWall_1k0_XpsR9CIxnjeuDYkKF1,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcWall_1k0_XpsR9CIxnjeuDYkKF1,,,IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,
IfcWall_1k0_XpsR9CIxnjeuDYkKF1,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcWall_1k0_XpsR9CIxnjeuDYkKF1,IfcWallStandardCase_1W61PuUDr5uuHe1_J3IGXw,,,,,,,,,,,,
IfcWall_1k0_XpsR9CIxnjeuDYkKF1,IfcWallStandardCase_3xdArzPsT0qwOG_lB2zLft,,,,,,,,,,,,
IfcWall_1k0_XpsR9CIxnjeuDYkKF1,IfcWallStandardCase_2iV7YpAYD77wtb1HaTt3wt,,,,,,,,,,,,
IfcWall_1nP5HvQGX1DRV_g16c_wcx,,,IfcSlab_11LuaOmdf4nRt7XJD2MsqW,,,,,,,,,,
IfcWall_1nP5HvQGX1DRV_g16c_wcx,IfcWallStandardCase_0TynahLF53Mgnk9jxunwOm,,,,,,,,,,,,
IfcWall_1nP5HvQGX1DRV_g16c_wcx,IfcWallStandardCase_0XpujzmRDAOO51rGZZwpAW,,,,,,,,,,,,
IfcWall_11wXspUPDDmfMUGU4SuiUe,,,,,,,,,,,,IfcDoor_3n1qxohZf5k8NIID9ojwoe,
IfcWall_11wXspUPDDmfMUGU4SuiUe,IfcWallStandardCase_0XpujzmRDAOO51rGZZwpAW,,,,,,,,,,,,
IfcWall_11wXspUPDDmfMUGU4SuiUe,IfcWallStandardCase_0EsMDkBnz2axH4oj6QXTUx,,,,,,,,,,,,
IfcWall_3vNMt7Mx19AhlQly1IcNMl,,,,,IfcColumn_0DukwoNM11FfJ_WTSmMqQc,,,,,,,,
IfcWall_3vNMt7Mx19AhlQly1IcNMl,,,IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,
IfcWall_3vNMt7Mx19AhlQly1IcNMl,,,IfcSlab_3$kz3cRBv49esDROd1aDaM,,,,,,,,,,
IfcWall_3vNMt7Mx19AhlQly1IcNMl,IfcWallStandardCase_2v9iJTZSb9fOgBEAVt2O2B,,,,,,,,,,,,
IfcWall_3vNMt7Mx19AhlQly1IcNMl,IfcWallStandardCase_0N8AlYny57We8MCp3Rvcht,,,,,,,,,,,,
IfcWall_3vNMt7Mx19AhlQly1IcNMl,IfcWallStandardCase_3On80Y6l12eugj3AJG6rze,,,,,,,,,,,,
IfcWall_3vNMt7Mx19AhlQly1IcNMl,IfcWallStandardCase_1LtEjU8Br8n9ntcxRrtJXR,,,,,,,,,,,,
IfcWall_3vNMt7Mx19AhlQly1IcNMl,IfcWallStandardCase_0_iCuc0MPFjRJ3Dp1wTREi,,,,,,,,,,,,
IfcWall_3vNMt7Mx19AhlQly1IcNMl,IfcWallStandardCase_2Mo9c7EuTBCRhmcw2g657b,,,,,,,,,,,,
IfcWall_3vNMt7Mx19AhlQly1IcNMl,IfcWallStandardCase_1ITOW9Q0nCBxbrVbunNFai,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,,,IfcSlab_2qYGBzrqr7Wv7TzULfd92n,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWall_30TzZlfQDEAPISkU1Cv_bZ,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_0t0E5PuP11hPbyOUfiQI1T,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_2hTE5byrT8iAoS1WiLjWX5,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_2DzYvK0AXElB7RAJ7l1J49,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_3tj2BzKTLCJfFGaHOFHTce,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_1dNYfyz_f2agtEB5iKr8Sa,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_3YZ1odca1DwOzqhXM6dqvk,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_3KwKRngiv8sPFTvsJNFKMX,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_22n0PwCKn7VRB_K5pIz_Yd,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_132tgi3_v1DQ7URGl$Ybke,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_1$ftNPU69EQeR4maWrYjwk,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_0073uBlMHCAQ6A4G9NHAeW,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_2$AeRMaaH9BOTgf8tiEMPS,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_3Mm54$aLb1OencXWRt0o3S,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_1IG0benEnD4eOMV5aEVskT,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_1pfbKQS7DCewuNDWF$a1NI,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_3FNpZFsknFeeq1gSLnmgJR,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_1zq1pLo9H3vvNkq$BfDvv$,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_2JS6qZ32j2SvsJebaAhlKs,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_0_5AYJHdDDm8xwZni2DH44,,,,,,,,,,,,
IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,IfcWallStandardCase_2K0kPfxhT3EuyvQNvw9M7r,,,,,,,,,,,,
IfcWall_1FqJ1PIVXCE9CV6JWlyJOC,,,IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,
IfcWall_1FqJ1PIVXCE9CV6JWlyJOC,,,IfcSlab_1_UmA0AN19qAgYWJUDO2ou,,,,,,,,,,
IfcWall_1FqJ1PIVXCE9CV6JWlyJOC,IfcWallStandardCase_30H3HB_gfELer901FwUdMp,,,,,,,,,,,,
IfcWall_1FqJ1PIVXCE9CV6JWlyJOC,IfcWallStandardCase_1WBtuaCyXF7wTqpm0kTWgE,,,,,,,,,,,,
IfcWall_1FqJ1PIVXCE9CV6JWlyJOC,IfcWallStandardCase_2K0kPfxhT3EuyvQNvw9M7r,,,,,,,,,,,,
IfcWall_30TzZlfQDEAPISkU1Cv_bZ,,,IfcSlab_166FPfjj98yuF8iqmXhtN9,,,,,,,,,,
IfcWall_30TzZlfQDEAPISkU1Cv_bZ,,,IfcSlab_1_UmA0AN19qAgYWJUDO2ou,,,,,,,,,,
IfcWall_30TzZlfQDEAPISkU1Cv_bZ,IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,,,,,,,,,,,,
IfcWall_30TzZlfQDEAPISkU1Cv_bZ,IfcWallStandardCase_29HZeAPqD91fz2a1biiozK,,,,,,,,,,,,
IfcWall_30TzZlfQDEAPISkU1Cv_bZ,IfcWallStandardCase_0qxQ0iHEn63fyvEu3i9hiC,,,,,,,,,,,,
IfcWall_30TzZlfQDEAPISkU1Cv_bZ,IfcWallStandardCase_3M3rhA2Yz1RxmigsH3sNHh,,,,,,,,,,,,
IfcWall_30TzZlfQDEAPISkU1Cv_bZ,IfcWallStandardCase_3eyInGhAn3kwb9KM9uPh2x,,,,,,,,,,,,
IfcWall_30TzZlfQDEAPISkU1Cv_bZ,IfcWallStandardCase_0FYcOarwLD_Bu1dsOtZR58,,,,,,,,,,,,
IfcWallStandardCase_0ng_oibC53GvTV04FY5ymJ,,,IfcSlab_0L$ar_ljr2yBbibc81Fkl0,,,,,,,,,,
IfcWallStandardCase_0ng_oibC53GvTV04FY5ymJ,,,IfcSlab_2MVK0z6frFgvu$e8T8j05z,,,,,,,,,,
IfcWallStandardCase_0ng_oibC53GvTV04FY5ymJ,,,IfcSlab_1UkWvXmFv8NOgeiFe06D2f,,,,,,,,,,
IfcWallStandardCase_0ng_oibC53GvTV04FY5ymJ,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcWallStandardCase_0ng_oibC53GvTV04FY5ymJ,IfcWallStandardCase_2h5oyJRq967xXd7fh8OmK1,,,,,,,,,,,,
IfcWallStandardCase_0ng_oibC53GvTV04FY5ymJ,IfcWallStandardCase_0mTQW4r7v0ixMcksrl4WnG,,,,,,,,,,,,
IfcWallStandardCase_2Kg5VB1lr2yPlyYKp8e78j,,,IfcSlab_0L$ar_ljr2yBbibc81Fkl0,,,,,,,,,,
IfcWallStandardCase_2Kg5VB1lr2yPlyYKp8e78j,,,IfcSlab_1UkWvXmFv8NOgeiFe06D2f,,,,,,,,,,
IfcWallStandardCase_2Kg5VB1lr2yPlyYKp8e78j,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcWallStandardCase_2Kg5VB1lr2yPlyYKp8e78j,IfcWallStandardCase_0jDKIJWhX3Rxj3dumIwNwi,,,,,,,,,,,,
IfcWallStandardCase_2Kg5VB1lr2yPlyYKp8e78j,IfcWallStandardCase_1$wQtbfR13ROA2Degj1gN0,,,,,,,,,,,,
IfcWallStandardCase_2Kg5VB1lr2yPlyYKp8e78j,IfcWallStandardCase_0HfTf56Sz4RA7Te2erhoXo,,,,,,,,,,,,
IfcWallStandardCase_0jDKIJWhX3Rxj3dumIwNwi,,,IfcSlab_0L$ar_ljr2yBbibc81Fkl0,,,,,,,,,,
IfcWallStandardCase_0jDKIJWhX3Rxj3dumIwNwi,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcWallStandardCase_0jDKIJWhX3Rxj3dumIwNwi,IfcWallStandardCase_2Kg5VB1lr2yPlyYKp8e78j,,,,,,,,,,,,
IfcWallStandardCase_2h5oyJRq967xXd7fh8OmK1,,,IfcSlab_3UxaLDm7b3xwSdSZVwHAH3,,,,,,,,,,
IfcWallStandardCase_2h5oyJRq967xXd7fh8OmK1,,,IfcSlab_0L$ar_ljr2yBbibc81Fkl0,,,,,,,,,,
IfcWallStandardCase_2h5oyJRq967xXd7fh8OmK1,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
IfcWallStandardCase_2h5oyJRq967xXd7fh8OmK1,IfcWallStandardCase_0ng_oibC53GvTV04FY5ymJ,,,,,,,,,,,,
IfcWallStandardCase_2h5oyJRq967xXd7fh8OmK1,IfcWallStandardCase_2NKkHqEg56dx8xyZF7tzNC,,,,,,,,,,,,
IfcWallStandardCase_2NKkHqEg56dx8xyZF7tzNC,,,IfcSlab_3UxaLDm7b3xwSdSZVwHAH3,,,,,,,,,,
IfcWallStandardCase_2NKkHqEg56dx8xyZF7tzNC,,,IfcSlab_0_8RRP6q53p8DN$dMjNDPZ,,,,,,,,,,
