Entity,Wall,Stair,Slab,FurnishingElement,Column,Flowterminal,FlowSegment,FlowFitting,FlowController,DistributionControlElement,Window,Door,IfcWallStandardCase_3_QnWjyCf43uOsOSqFjYHW
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_27l_PsN2D03w7U_7391eUJ,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3uCuqpscf6dx04OUBDVFe8,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1uzbBzao1ALAkWmdLEXoij,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1qRgwVNYPEMPBfejENrI8u,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0j_RQEP4vFkBXuuBDWWgeV,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1mbdK4c218Du8jkcdxHJwP,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3qNj6DTwD89hIdElbUpfkC,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1co18KClbF4fpywsWWfJtJ,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1tSmdIOqDF$QR1E3v47BaJ,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1oIwffnL13tuknbbyuZFJ3,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2FWikKHWX9Gxr3nPIcOxOE,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0t0E5PuP11hPbyOUfiQI1T,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2hTE5byrT8iAoS1WiLjWX5,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2ab66ov0zDoha9DNpLanPo,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3Z6ZLWgIj4GBVZeIFO9Glx,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1OaoVSuqT88xpBoTKDJFJU,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2qUzbuhqf6MAkRBLOcP8BP,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1W61PuUDr5uuHe1_J3IGXw,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0xxOKD5sXARBfRcVbt3xTZ,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3i2oqekwX0Kfs1rQUW9kkU,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3Jd_FF__PCqRC_axQ3ID2E,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0Tx$k7p_50Y9rIQWNISSu6,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0jfa6OIrv9egDz9vRZGDHl,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3gmj0yfpP4Iw8Xzz3xi$Sf,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1p_8paQD52WOCuRqPWwXNZ,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0rG8__$RL7LxnC26Bzhv3c,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0YhJQ1F5zCAwDcNf3tF1HQ,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3j9nqwcBD6VwBo6rRQLDUs,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3xdArzPsT0qwOG_lB2zLft,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2mCgfay85FEgw1fiFYzw1r,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1NKarhZDT9Cvcu9Vlt$vWr,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1bQ99MwHP8mA$VTGuzsWIC,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1OiJ9upZ95EQXjUJFAbAw1,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1JrCh0rGn7NhBCFmhz3uel,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_02a5OIVKH9JQuheqyJiMPa,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3870ak$Gv9ZxGstI_GsiuS,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0NpiI6VoPDEeW$YUUIc4zH,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0Pu_IEs4z0uvB0bJPqSZUi,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2v9iJTZSb9fOgBEAVt2O2B,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1jGTUUnSX6zAM0C77pl1e8,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_1Ta7viasrCtvWqR8RhVTvL,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0N8AlYny57We8MCp3Rvcht,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3On80Y6l12eugj3AJG6rze,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2DzYvK0AXElB7RAJ7l1J49,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2iV7YpAYD77wtb1HaTt3wt,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2jGMvGyjj139$ni8CU7ekV,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2RGhThaqbFdfFIKjL2$DwT,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_10_ktBku90rAnPX5P_SXjR,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_2AQCGBbsXB$Q748J4b2_Iq,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_3VEXcB4Z5D7PA8$_3IIZiV,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0yXMWy9P5FmwaD5mm_FyMr,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0gUgc1H1bAGfkzjHj8X7gU,,,,,,,,,,,,
IfcSlab_19rENoCzn3cOO5WkCHbjkC,IfcWallStandardCase_0wBB6QyUL3bPZOvVZ4EBsI,,,,,,,,,,,,
IfcSlab_2yi0aQ97H7EPNhkpTfMOWS,,,IfcSlab_19rENoCzn3cOO5WkCHbjkC,,,,,,,,,,
IfcSlab_2yi0aQ97H7EPNhkpTfMOWS,IfcWallStandardCase_2gcGFNFSj9xO3Fjnq9Ii8z,,,,,,,,,,,,
IfcSlab_2yi0aQ97H7EPNhkpTfMOWS,IfcWallStandardCase_2z275USYr2Rf1E4QHO8jHV,,,,,,,,,,,,
IfcSlab_2yi0aQ97H7EPNhkpTfMOWS,IfcWallStandardCase_2fW8Qa_0zE_PY3gX8Cx1v6,,,,,,,,,,,,
IfcSlab_2yi0aQ97H7EPNhkpTfMOWS,IfcWallStandardCase_0ksRhdCPr3ERZfyKkgWbhn,,,,,,,,,,,,
IfcSlab_2yi0aQ97H7EPNhkpTfMOWS,IfcWallStandardCase_3_QnWjyCf43uOsOSqFjYHW,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_294N9wuz50KQHzICEsuFz4,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_07Ud6FMuf3GP09bzW3trLK,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_3HXYg4FujFnf6BLZMKpGHq,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_0MapUW0vP8ah$BJ8MjcziD,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_2YwBnLl5b4ZBS8PkQ__DSg,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_0Enhgg3Jb7zO$tH$23gDrH,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_0IhL3o_rT4MhKznMoXE6gJ,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_2EWSuumnX7VfsbztuisgI7,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_2Sn675RS9DofrZ9$1OWxy$,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_0Dn5MbqnvEDBEQcG_VGFjY,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_2_hf1uFgP1sgyMM2ODwHCp,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_0ioj4os7b6mQMuC9VlAonh,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_1GlezbYer1XBcdBellMuDN,,,,,,,,,,,,
IfcSlab_3c8zTeHcTBw9Nyv0n1nVAY,IfcWallStandardCase_1JEBKhTdHDQQU3hgIZFK6V,,,,,,,,,,,,
IfcSlab_11LuaOmdf4nRt7XJD2MsqW,,,IfcSlab_3gvpFGVbHD$OWxhRu2mN8s,,,,,,,,,,
IfcSlab_11LuaOmdf4nRt7XJD2MsqW,IfcWall_1nP5HvQGX1DRV_g16c_wcx,,,,,,,,,,,,
IfcSlab_11LuaOmdf4nRt7XJD2MsqW,IfcWallStandardCase_2v9iJTZSb9fOgBEAVt2O2B,,,,,,,,,,,,
IfcSlab_11LuaOmdf4nRt7XJD2MsqW,IfcWallStandardCase_0TynahLF53Mgnk9jxunwOm,,,,,,,,,,,,
IfcSlab_11LuaOmdf4nRt7XJD2MsqW,IfcWallStandardCase_0SK1Jsz9rAZBIF27b5M4w7,,,,,,,,,,,,
IfcSlab_11LuaOmdf4nRt7XJD2MsqW,IfcWallStandardCase_0oZpZnTgH9thZdjoQFGuWY,,,,,,,,,,,,
IfcSlab_11LuaOmdf4nRt7XJD2MsqW,IfcWallStandardCase_0NjqeGUOz2ihTa_SJ7GpD_,,,,,,,,,,,,
IfcSlab_3gvpFGVbHD$OWxhRu2mN8s,,,IfcSlab_11LuaOmdf4nRt7XJD2MsqW,,,,,,,,,,
IfcSlab_3gvpFGVbHD$OWxhRu2mN8s,IfcWallStandardCase_0NjqeGUOz2ihTa_SJ7GpD_,,,,,,,,,,,,
IfcSlab_3gvpFGVbHD$OWxhRu2mN8s,IfcWallStandardCase_3h3p0VzD93beeh4C3PfEJ_,,,,,,,,,,,,
IfcSlab_3gvpFGVbHD$OWxhRu2mN8s,IfcWallStandardCase_0r8MHRqqf4dgTgU1Std5Dr,,,,,,,,,,,,
IfcSlab_3IOsi9dlX6ngFLVBxNd4AB,IfcWallStandardCase_2_hf1uFgP1sgyMM2ODwHCp,,,,,,,,,,,,
IfcSlab_3IOsi9dlX6ngFLVBxNd4AB,IfcWallStandardCase_0ioj4os7b6mQMuC9VlAonh,,,,,,,,,,,,
IfcSlab_3IOsi9dlX6ngFLVBxNd4AB,IfcWallStandardCase_2R58ZH8C1FKgOGwt9glnJc,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,,,IfcDoor_0U2AKeL4z9jxtLoLY$TU4u,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,,,IfcDoor_1ks4LLvE52bxRNEiqOy215,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,,,IfcDoor_23D6t6xGL5IwkK9neRW_aN,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,,,IfcDoor_3lP_0gi8zBJgsAGYYPSJ$E,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,IfcStair_0HsvhG5UbFKAmkeLMwTqRr,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,IfcStair_3Mm9rKK9n9VRl7uLFoT56a,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWall_2dPdYITkf0bhtlaF5fnDUN,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWall_2BxuYxGAb4RQM0rNNF6tG7,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_342KxKpXL3lfruID7rJz_S,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_1qRgwVNYPEMPBfejENrI8u,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_0j_RQEP4vFkBXuuBDWWgeV,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_1mbdK4c218Du8jkcdxHJwP,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_2FWikKHWX9Gxr3nPIcOxOE,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_2ab66ov0zDoha9DNpLanPo,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_1W61PuUDr5uuHe1_J3IGXw,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_3gmj0yfpP4Iw8Xzz3xi$Sf,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_3j9nqwcBD6VwBo6rRQLDUs,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_3xdArzPsT0qwOG_lB2zLft,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_1bQ99MwHP8mA$VTGuzsWIC,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_0N8AlYny57We8MCp3Rvcht,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_2DzYvK0AXElB7RAJ7l1J49,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_2iV7YpAYD77wtb1HaTt3wt,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_0f8UhDwDf3VhCKNQ5CPJxA,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_1oxGa3s697exXiptze2wfR,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_0EGl7CM9zDUxOkM8pX7tA9,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_1LtEjU8Br8n9ntcxRrtJXR,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_3eMFGBcQ1FA8wjRSi9q93h,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_3NDmtrtlfB$A6eS70xVI6Q,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_2WLn7iOyHCH8Kp0hkrciEI,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_1Ydb8j3mHFQ82NnQ9nD7yc,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_0KEnzMXg501g4v8LQ2Y_AM,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_0GqRoGCuXF8uyQJCT_Hr5D,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_3EgdVMh4b7IAa6_pV3d2g0,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_3W20UgPAz819Vsv2cqBgsJ,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_1jIWeS8M9CDAXWWVuGkmzW,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_07Pdvpjkr38OlbXGMRynAf,,,,,,,,,,,,
IfcSlab_0wS7jq26T4k9hoiRGAmTdc,IfcWallStandardCase_0i0AS$B6jBHxNJyuXTIc7R,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,,,,,IfcColumn_0HVBytT7T2rR2Fh0G4UxtN,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,,,,,IfcColumn_1dXwPyTRr0GepEaUKHlgG6,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,,,,,IfcColumn_3ImGdXCd992h7Lzth4QLlR,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,,,,,IfcColumn_0emaXY_75EuBR0n_2no11S,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,,,,,IfcColumn_2XbmfNQNr1l9EQAIdsCo_$,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,,,,,IfcColumn_0SkQ0lWITAzgiQlhXGoKs3,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWall_0uzMIQ8Qf3avXcq8fUsV9N,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWallStandardCase_2DzYvK0AXElB7RAJ7l1J49,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWallStandardCase_132tgi3_v1DQ7URGl$Ybke,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWallStandardCase_1$ftNPU69EQeR4maWrYjwk,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWallStandardCase_0073uBlMHCAQ6A4G9NHAeW,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWallStandardCase_2$AeRMaaH9BOTgf8tiEMPS,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWallStandardCase_0i0AS$B6jBHxNJyuXTIc7R,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWallStandardCase_3Mm54$aLb1OencXWRt0o3S,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWallStandardCase_1IG0benEnD4eOMV5aEVskT,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWallStandardCase_1pfbKQS7DCewuNDWF$a1NI,,,,,,,,,,,,
IfcSlab_2qYGBzrqr7Wv7TzULfd92n,IfcWallStandardCase_3FNpZFsknFeeq1gSLnmgJR,,,,,,,,,,,,
IfcSlab_1g_uUuZPT9Y9hmk9EHc2FT,,,,,,,,,,,,IfcDoor_0jl0RGvln8TgsGq7Oh0fny,
IfcSlab_1g_uUuZPT9Y9hmk9EHc2FT,,,,,,,,,,,,IfcDoor_3fM4PyO_TBKe41k1BRN53A,
IfcSlab_1g_uUuZPT9Y9hmk9EHc2FT,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcSlab_1g_uUuZPT9Y9hmk9EHc2FT,IfcWallStandardCase_3DeOh8UPf4VfOvqETPHTT7,,,,,,,,,,,,
IfcSlab_1g_uUuZPT9Y9hmk9EHc2FT,IfcWallStandardCase_1uzbBzao1ALAkWmdLEXoij,,,,,,,,,,,,
IfcSlab_1g_uUuZPT9Y9hmk9EHc2FT,IfcWallStandardCase_3870ak$Gv9ZxGstI_GsiuS,,,,,,,,,,,,
IfcSlab_1g_uUuZPT9Y9hmk9EHc2FT,IfcWallStandardCase_0Pu_IEs4z0uvB0bJPqSZUi,,,,,,,,,,,,
IfcSlab_1g_uUuZPT9Y9hmk9EHc2FT,IfcWallStandardCase_3dMqTsm$v1Jw6WT3d4oJxr,,,,,,,,,,,,
IfcSlab_1g_uUuZPT9Y9hmk9EHc2FT,IfcWallStandardCase_0RKaq8isL8OhZ$yKtxKF5M,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_0aH0y2bqT4U8xjOHcXigQC,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_2CQePLrkXBO93z1TgFze3B,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_24epyq_Nj3DR8P0E_2ooqN,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_2hNexUsPr3bOsF3aPDw_12,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_21zGr$bkrCew7we0IRaN52,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_1o7ntbeyrDOhyhQFuE12l$,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_3HzEsRbjXDcPfrgjitjBr_,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_2M1IE8qODDexhK9jx4Xz8r,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_0$DfqSiNr4hAWAG$JSSm9C,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_0DukwoNM11FfJ_WTSmMqQc,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_1uM5Jn_Xz3xeIcCY3XPWCR,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_1o8bVZkaP2sAgTSbtVtdbX,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_3orSkOWin5GPIOSaHbnB35,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,IfcColumn_1L6VKrkiP2yhwMNGFsxYCj,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,,,IfcDoor_2s7DLIuv9D7vJfRsSyVIjK,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,,,IfcDoor_1666D3zW52Uvf279Shph9$,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,,,IfcDoor_3IL1BA$Gf9ShVWOyXkffUz,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,,,IfcDoor_0Fxjy6gPHCWxqPuzYFI1Bf,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,,,,,,,,,,IfcDoor_0jl0RGvln8TgsGq7Oh0fny,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,IfcSlab_0wS7jq26T4k9hoiRGAmTdc,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,,,IfcSlab_3EFhplJ99DThWXI3yN3_LX,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWall_2dPdYITkf0bhtlaF5fnDUN,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWall_1k0_XpsR9CIxnjeuDYkKF1,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWall_3vNMt7Mx19AhlQly1IcNMl,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_1Tw0qXmZ5ClQcDEY22CPcq,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_2XTLze3XjDH8AlvgdwgpEn,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_3j$LTB0TT2E97vSLAEin92,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_3DeOh8UPf4VfOvqETPHTT7,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_0j_RQEP4vFkBXuuBDWWgeV,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_1co18KClbF4fpywsWWfJtJ,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_1tSmdIOqDF$QR1E3v47BaJ,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_3Z6ZLWgIj4GBVZeIFO9Glx,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_1OaoVSuqT88xpBoTKDJFJU,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_2qUzbuhqf6MAkRBLOcP8BP,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_1W61PuUDr5uuHe1_J3IGXw,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_3Jd_FF__PCqRC_axQ3ID2E,,,,,,,,,,,,
IfcSlab_22zqxcDqH5rx9gjXux81TQ,IfcWallStandardCase_0Tx$k7p_50Y9rIQWNISSu6,,,,,,,,,,,,
